PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
3.756,2.308,fish_female_30-39,female,fish,30-39
3.642,2.294,fish_female_40-49,female,fish,40-49
3.345,2.448,fish_female_50-59,female,fish,50-59
3.606,2.645,fish_female_60-69,female,fish,60-69
3.564,2.632,fish_female_70-79,female,fish,70-79
4.421,2.806,fish_male_20-29,male,fish,20-29
3.815,2.691,fish_male_30-39,male,fish,30-39
3.554,2.448,fish_male_40-49,male,fish,40-49
3.120,2.444,fish_male_50-59,male,fish,50-59
3.496,2.510,fish_male_60-69,male,fish,60-69
3.374,2.754,fish_male_70-79,male,fish,70-79
3.906,2.220,meat <50_female_20-29,female,meat50,20-29
3.750,2.253,meat <50_female_30-39,female,meat50,30-39
3.756,2.256,meat <50_female_40-49,female,meat50,40-49
3.717,2.394,meat <50_female_50-59,female,meat50,50-59
4.023,2.476,meat <50_female_60-69,female,meat50,60-69
4.114,2.537,meat <50_female_70-79,female,meat50,70-79
4.283,2.360,meat <50_male_20-29,male,meat50,20-29
4.230,2.612,meat <50_male_30-39,male,meat50,30-39
3.852,2.396,meat <50_male_40-49,male,meat50,40-49
3.840,2.369,meat <50_male_50-59,male,meat50,50-59
3.808,2.452,meat <50_male_60-69,male,meat50,60-69
3.847,2.485,meat <50_male_70-79,male,meat50,70-79
5.023,3.040,meat 100+_female_20-29,female,meat100,20-29
5.077,3.019,meat 100+_female_30-39,female,meat100,30-39
5.127,2.911,meat 100+_female_40-49,female,meat100,40-49
5.096,2.978,meat 100+_female_50-59,female,meat100,50-59
4.965,3.046,meat 100+_female_60-69,female,meat100,60-69
5.117,3.090,meat 100+_female_70-79,female,meat100,70-79
6.594,3.738,meat 100+_male_20-29,male,meat100,20-29
5.319,3.355,meat 100+_male_30-39,male,meat100,30-39
5.256,3.057,meat 100+_male_40-49,male,meat100,40-49
5.385,3.116,meat 100+_male_50-59,male,meat100,50-59
4.939,3.156,meat 100+_male_60-69,male,meat100,60-69
4.937,3.152,meat 100+_male_70-79,male,meat100,70-79
4.387,2.610,meat50-99_female_20-29,female,meat,20-29
4.393,2.574,meat50-99_female_30-39,female,meat,30-39
4.388,2.545,meat50-99_female_40-49,female,meat,40-49
4.354,2.588,meat50-99_female_50-59,female,meat,50-59
4.359,2.775,meat50-99_female_60-69,female,meat,60-69
4.321,2.816,meat50-99_female_70-79,female,meat,70-79
4.804,3.006,meat50-99_male_20-29,male,meat,20-29
4.900,2.978,meat50-99_male_30-39,male,meat,30-39
4.641,2.651,meat50-99_male_40-49,male,meat,40-49
4.119,2.653,meat50-99_male_50-59,male,meat,50-59
4.475,2.738,meat50-99_male_60-69,male,meat,60-69
4.113,2.668,meat50-99_male_70-79,male,meat,70-79
0.518,0.923,vegan_female_20-29,female,vegan,20-29
0.681,1.023,vegan_female_30-39,female,vegan,30-39
0.696,1.308,vegan_female_40-49,female,vegan,40-49
0.679,1.235,vegan_female_50-59,female,vegan,50-59
0.713,1.444,vegan_female_60-69,female,vegan,60-69
0.804,1.501,vegan_female_70-79,female,vegan,70-79
0.745,1.281,vegan_male_20-29,male,vegan,20-29
0.683,1.233,vegan_male_30-39,male,vegan,30-39
0.709,1.239,vegan_male_40-49,male,vegan,40-49
0.622,1.033,vegan_male_50-59,male,vegan,50-59
0.563,1.533,vegan_male_60-69,male,vegan,60-69
0.495,1.454,vegan_male_70-79,male,vegan,70-79
3.530,1.456,veggie_female_20-29,female,veggie,20-29
3.450,1.478,veggie_female_30-39,female,veggie,30-39
3.292,1.512,veggie_female_40-49,female,veggie,40-49
3.337,1.643,veggie_female_50-59,female,veggie,50-59
3.460,1.770,veggie_female_60-69,female,veggie,60-69
3.291,1.854,veggie_female_70-79,female,veggie,70-79
3.865,1.827,veggie_male_20-29,male,veggie,20-29
3.575,1.762,veggie_male_30-39,male,veggie,30-39
3.216,1.702,veggie_male_40-49,male,veggie,40-49
2.957,1.640,veggie_male_50-59,male,veggie,50-59
3.087,1.729,veggie_male_60-69,male,veggie,60-69
3.052,1.923,veggie_male_70-79,male,veggie,70-79
1.032,2.712,fish_female_20-29,female,fish,20-29
1.069,3.067,fish_female_30-39,female,fish,30-39
1.082,3.140,fish_female_40-49,female,fish,40-49
1.147,3.343,fish_female_50-59,female,fish,50-59
1.222,3.751,fish_female_60-69,female,fish,60-69
1.239,3.768,fish_female_70-79,female,fish,70-79
1.265,3.568,fish_male_20-29,male,fish,20-29
1.186,3.589,fish_male_30-39,male,fish,30-39
1.188,3.510,fish_male_40-49,male,fish,40-49
1.222,3.884,fish_male_50-59,male,fish,50-59
1.308,4.123,fish_male_60-69,male,fish,60-69
1.409,4.332,fish_male_70-79,male,fish,70-79
1.196,2.645,meat <50_female_20-29,female,meat50,20-29
1.248,2.988,meat <50_female_30-39,female,meat50,30-39
1.289,2.945,meat <50_female_40-49,female,meat50,40-49
1.333,3.070,meat <50_female_50-59,female,meat50,50-59
1.396,3.364,meat <50_female_60-69,female,meat50,60-69
1.433,3.600,meat <50_female_70-79,female,meat50,70-79
1.425,2.922,meat <50_male_20-29,male,meat50,20-29
1.354,3.714,meat <50_male_30-39,male,meat50,30-39
1.408,3.466,meat <50_male_40-49,male,meat50,40-49
1.439,3.472,meat <50_male_50-59,male,meat50,50-59
1.439,3.482,meat <50_male_60-69,male,meat50,60-69
1.537,3.947,meat <50_male_70-79,male,meat50,70-79
2.687,3.100,meat 100+_female_20-29,female,meat100,20-29
2.636,3.260,meat 100+_female_30-39,female,meat100,30-39
2.738,3.461,meat 100+_female_40-49,female,meat100,40-49
2.774,3.621,meat 100+_female_50-59,female,meat100,50-59
2.800,3.933,meat 100+_female_60-69,female,meat100,60-69
2.857,4.234,meat 100+_female_70-79,female,meat100,70-79
3.326,3.815,meat 100+_male_20-29,male,meat100,20-29
2.882,3.744,meat 100+_male_30-39,male,meat100,30-39
2.863,3.467,meat 100+_male_40-49,male,meat100,40-49
2.850,3.659,meat 100+_male_50-59,male,meat100,50-59
2.779,3.850,meat 100+_male_60-69,male,meat100,60-69
2.920,4.096,meat 100+_male_70-79,male,meat100,70-79
1.732,2.723,meat50-99_female_20-29,female,meat,20-29
1.770,2.899,meat50-99_female_30-39,female,meat,30-39
1.832,3.061,meat50-99_female_40-49,female,meat,40-49
1.848,3.120,meat50-99_female_50-59,female,meat,50-59
1.887,3.471,meat50-99_female_60-69,female,meat,60-69
1.933,3.806,meat50-99_female_70-79,female,meat,70-79
1.880,2.978,meat50-99_male_20-29,male,meat,20-29
1.941,3.455,meat50-99_male_30-39,male,meat,30-39
1.919,3.231,meat50-99_male_40-49,male,meat,40-49
1.925,3.176,meat50-99_male_50-59,male,meat,50-59
1.925,3.642,meat50-99_male_60-69,male,meat,60-69
1.947,3.976,meat50-99_male_70-79,male,meat,70-79
0.286,2.546,vegan_female_20-29,female,vegan,20-29
0.355,2.686,vegan_female_30-39,female,vegan,30-39
0.409,3.076,vegan_female_40-49,female,vegan,40-49
0.397,2.780,vegan_female_50-59,female,vegan,50-59
0.431,3.376,vegan_female_60-69,female,vegan,60-69
0.518,3.617,vegan_female_70-79,female,vegan,70-79
0.468,3.670,vegan_male_20-29,male,vegan,20-29
0.414,3.411,vegan_male_30-39,male,vegan,30-39
0.430,3.379,vegan_male_40-49,male,vegan,40-49
0.360,3.300,vegan_male_50-59,male,vegan,50-59
0.304,4.293,vegan_male_60-69,male,vegan,60-69
0.376,3.595,vegan_male_70-79,male,vegan,70-79
0.853,2.506,veggie_female_20-29,female,veggie,20-29
0.916,2.807,veggie_female_30-39,female,veggie,30-39
0.960,2.904,veggie_female_40-49,female,veggie,40-49
0.972,3.191,veggie_female_50-59,female,veggie,50-59
1.105,3.433,veggie_female_60-69,female,veggie,60-69
1.137,3.868,veggie_female_70-79,female,veggie,70-79
1.039,3.128,veggie_male_20-29,male,veggie,20-29
1.069,3.315,veggie_male_30-39,male,veggie,30-39
1.036,3.563,veggie_male_40-49,male,veggie,40-49
1.041,3.635,veggie_male_50-59,male,veggie,50-59
1.126,4.068,veggie_male_60-69,male,veggie,60-69
1.250,4.507,veggie_male_70-79,male,veggie,70-79
2.870,1.549,fish_female_20-29,female,fish,20-29
2.874,1.573,fish_female_30-39,female,fish,30-39
2.712,1.553,fish_female_40-49,female,fish,40-49
2.429,1.686,fish_female_50-59,female,fish,50-59
2.641,1.865,fish_female_60-69,female,fish,60-69
2.470,1.971,fish_female_70-79,female,fish,70-79
3.786,1.781,fish_male_20-29,male,fish,20-29
3.176,1.702,fish_male_30-39,male,fish,30-39
2.977,1.613,fish_male_40-49,male,fish,40-49
2.518,1.605,fish_male_50-59,male,fish,50-59
2.786,1.809,fish_male_60-69,male,fish,60-69
2.595,2.046,fish_male_70-79,male,fish,70-79
3.079,1.520,meat <50_female_20-29,female,meat50,20-29
3.036,1.577,meat <50_female_30-39,female,meat50,30-39
3.039,1.595,meat <50_female_40-49,female,meat50,40-49
3.015,1.719,meat <50_female_50-59,female,meat50,50-59
3.219,1.859,meat <50_female_60-69,female,meat50,60-69
3.185,1.974,meat <50_female_70-79,female,meat50,70-79
3.791,1.648,meat <50_male_20-29,male,meat50,20-29
3.668,1.777,meat <50_male_30-39,male,meat50,30-39
3.360,1.610,meat <50_male_40-49,male,meat50,40-49
3.321,1.724,meat <50_male_50-59,male,meat50,50-59
3.191,1.845,meat <50_male_60-69,male,meat50,60-69
3.191,1.969,meat <50_male_70-79,male,meat50,70-79
4.679,2.562,meat 100+_female_20-29,female,meat100,20-29
4.817,2.648,meat 100+_female_30-39,female,meat100,30-39
4.825,2.644,meat 100+_female_40-49,female,meat100,40-49
4.813,2.730,meat 100+_female_50-59,female,meat100,50-59
4.670,2.854,meat 100+_female_60-69,female,meat100,60-69
4.854,2.935,meat 100+_female_70-79,female,meat100,70-79
6.375,3.102,meat 100+_male_20-29,male,meat100,20-29
5.160,2.811,meat 100+_male_30-39,male,meat100,30-39
5.183,2.666,meat 100+_male_40-49,male,meat100,40-49
5.303,2.863,meat 100+_male_50-59,male,meat100,50-59
4.884,2.907,meat 100+_male_60-69,male,meat100,60-69
4.777,3.067,meat 100+_male_70-79,male,meat100,70-79
3.893,1.961,meat50-99_female_20-29,female,meat,20-29
3.917,1.988,meat50-99_female_30-39,female,meat,30-39
3.907,2.002,meat50-99_female_40-49,female,meat,40-49
3.864,2.075,meat50-99_female_50-59,female,meat,50-59
3.815,2.244,meat50-99_female_60-69,female,meat,60-69
3.803,2.357,meat50-99_female_70-79,female,meat,70-79
4.601,2.098,meat50-99_male_20-29,male,meat,20-29
4.491,2.127,meat50-99_male_30-39,male,meat,30-39
4.361,2.059,meat50-99_male_40-49,male,meat,40-49
3.869,2.063,meat50-99_male_50-59,male,meat,50-59
4.194,2.234,meat50-99_male_60-69,male,meat,60-69
3.743,2.322,meat50-99_male_70-79,male,meat,70-79
0.242,0.877,vegan_female_20-29,female,vegan,20-29
0.316,0.968,vegan_female_30-39,female,vegan,30-39
0.333,1.128,vegan_female_40-49,female,vegan,40-49
0.223,1.206,vegan_female_50-59,female,vegan,50-59
0.307,1.226,vegan_female_60-69,female,vegan,60-69
0.495,1.236,vegan_female_70-79,female,vegan,70-79
0.449,1.242,vegan_male_20-29,male,vegan,20-29
0.363,1.023,vegan_male_30-39,male,vegan,30-39
0.337,1.002,vegan_male_40-49,male,vegan,40-49
0.249,1.079,vegan_male_50-59,male,vegan,50-59
0.228,1.419,vegan_male_60-69,male,vegan,60-69
0.318,1.128,vegan_male_70-79,male,vegan,70-79
2.609,1.194,veggie_female_20-29,female,veggie,20-29
2.558,1.227,veggie_female_30-39,female,veggie,30-39
2.338,1.237,veggie_female_40-49,female,veggie,40-49
2.334,1.299,veggie_female_50-59,female,veggie,50-59
2.334,1.440,veggie_female_60-69,female,veggie,60-69
2.155,1.537,veggie_female_70-79,female,veggie,70-79
3.131,1.412,veggie_male_20-29,male,veggie,20-29
2.913,1.352,veggie_male_30-39,male,veggie,30-39
2.593,1.324,veggie_male_40-49,male,veggie,40-49
2.294,1.348,veggie_male_50-59,male,veggie,50-59
2.210,1.428,veggie_male_60-69,male,veggie,60-69
2.270,1.646,veggie_male_70-79,male,veggie,70-79
1.122,1.582,fish_female_20-29,female,fish,20-29
1.114,1.647,fish_female_30-39,female,fish,30-39
1.114,1.684,fish_female_40-49,female,fish,40-49
1.112,1.790,fish_female_50-59,female,fish,50-59
1.180,1.947,fish_female_60-69,female,fish,60-69
1.154,2.066,fish_female_70-79,female,fish,70-79
1.399,1.951,fish_male_20-29,male,fish,20-29
1.298,1.856,fish_male_30-39,male,fish,30-39
1.201,1.772,fish_male_40-49,male,fish,40-49
1.182,1.769,fish_male_50-59,male,fish,50-59
1.214,1.963,fish_male_60-69,male,fish,60-69
1.267,2.188,fish_male_70-79,male,fish,70-79
1.299,1.480,meat <50_female_20-29,female,meat50,20-29
1.302,1.579,meat <50_female_30-39,female,meat50,30-39
1.304,1.602,meat <50_female_40-49,female,meat50,40-49
1.330,1.702,meat <50_female_50-59,female,meat50,50-59
1.363,1.829,meat <50_female_60-69,female,meat50,60-69
1.349,1.912,meat <50_female_70-79,female,meat50,70-79
1.484,1.640,meat <50_male_20-29,male,meat50,20-29
1.448,1.867,meat <50_male_30-39,male,meat50,30-39
1.384,1.727,meat <50_male_40-49,male,meat50,40-49
1.424,1.697,meat <50_male_50-59,male,meat50,50-59
1.413,1.794,meat <50_male_60-69,male,meat50,60-69
1.467,1.922,meat <50_male_70-79,male,meat50,70-79
2.726,2.081,meat 100+_female_20-29,female,meat100,20-29
2.664,2.122,meat 100+_female_30-39,female,meat100,30-39
2.735,2.085,meat 100+_female_40-49,female,meat100,40-49
2.754,2.157,meat 100+_female_50-59,female,meat100,50-59
2.754,2.237,meat 100+_female_60-69,female,meat100,60-69
2.861,2.319,meat 100+_female_70-79,female,meat100,70-79
3.319,2.534,meat 100+_male_20-29,male,meat100,20-29
3.015,2.316,meat 100+_male_30-39,male,meat100,30-39
2.919,2.161,meat 100+_male_40-49,male,meat100,40-49
2.902,2.278,meat 100+_male_50-59,male,meat100,50-59
2.876,2.369,meat 100+_male_60-69,male,meat100,60-69
2.982,2.430,meat 100+_male_70-79,male,meat100,70-79
1.812,1.745,meat50-99_female_20-29,female,meat,20-29
1.851,1.762,meat50-99_female_30-39,female,meat,30-39
1.868,1.773,meat50-99_female_40-49,female,meat,40-49
1.852,1.851,meat50-99_female_50-59,female,meat,50-59
1.883,1.988,meat50-99_female_60-69,female,meat,60-69
1.917,2.085,meat50-99_female_70-79,female,meat,70-79
2.017,2.010,meat50-99_male_20-29,male,meat,20-29
2.041,1.994,meat50-99_male_30-39,male,meat,30-39
1.991,1.867,meat50-99_male_40-49,male,meat,40-49
1.923,1.849,meat50-99_male_50-59,male,meat,50-59
1.941,1.982,meat50-99_male_60-69,male,meat,60-69
1.941,2.037,meat50-99_male_70-79,male,meat,70-79
0.395,0.739,vegan_female_20-29,female,vegan,20-29
0.496,0.799,vegan_female_30-39,female,vegan,30-39
0.501,1.003,vegan_female_40-49,female,vegan,40-49
0.523,1.102,vegan_female_50-59,female,vegan,50-59
0.590,1.217,vegan_female_60-69,female,vegan,60-69
0.562,1.316,vegan_female_70-79,female,vegan,70-79
0.637,1.143,vegan_male_20-29,male,vegan,20-29
0.556,0.995,vegan_male_30-39,male,vegan,30-39
0.565,0.936,vegan_male_40-49,male,vegan,40-49
0.563,0.907,vegan_male_50-59,male,vegan,50-59
0.550,1.462,vegan_male_60-69,male,vegan,60-69
0.452,1.289,vegan_male_70-79,male,vegan,70-79
0.938,1.323,veggie_female_20-29,female,veggie,20-29
0.944,1.362,veggie_female_30-39,female,veggie,30-39
0.949,1.419,veggie_female_40-49,female,veggie,40-49
0.949,1.506,veggie_female_50-59,female,veggie,50-59
0.965,1.666,veggie_female_60-69,female,veggie,60-69
0.958,1.766,veggie_female_70-79,female,veggie,70-79
1.157,1.664,veggie_male_20-29,male,veggie,20-29
1.129,1.570,veggie_male_30-39,male,veggie,30-39
1.029,1.544,veggie_male_40-49,male,veggie,40-49
0.997,1.486,veggie_male_50-59,male,veggie,50-59
1.012,1.608,veggie_male_60-69,male,veggie,60-69
1.036,1.909,veggie_male_70-79,male,veggie,70-79
1.175,1.801,fish_female_20-29,female,fish,20-29
1.216,1.920,fish_female_30-39,female,fish,30-39
1.251,1.959,fish_female_40-49,female,fish,40-49
1.304,2.122,fish_female_50-59,female,fish,50-59
1.403,2.213,fish_female_60-69,female,fish,60-69
1.372,2.141,fish_female_70-79,female,fish,70-79
1.446,2.135,fish_male_20-29,male,fish,20-29
1.377,2.004,fish_male_30-39,male,fish,30-39
1.328,1.972,fish_male_40-49,male,fish,40-49
1.368,1.990,fish_male_50-59,male,fish,50-59
1.391,1.996,fish_male_60-69,male,fish,60-69
1.523,2.234,fish_male_70-79,male,fish,70-79
1.718,1.736,meat <50_female_20-29,female,meat50,20-29
1.798,1.848,meat <50_female_30-39,female,meat50,30-39
1.931,1.826,meat <50_female_40-49,female,meat50,40-49
2.051,1.905,meat <50_female_50-59,female,meat50,50-59
2.094,1.966,meat <50_female_60-69,female,meat50,60-69
2.128,1.937,meat <50_female_70-79,female,meat50,70-79
1.949,1.615,meat <50_male_20-29,male,meat50,20-29
2.014,1.925,meat <50_male_30-39,male,meat50,30-39
2.004,1.767,meat <50_male_40-49,male,meat50,40-49
2.065,1.730,meat <50_male_50-59,male,meat50,50-59
2.172,1.779,meat <50_male_60-69,male,meat50,60-69
2.199,1.901,meat <50_male_70-79,male,meat50,70-79
5.988,2.182,meat 100+_female_20-29,female,meat100,20-29
6.237,2.179,meat 100+_female_30-39,female,meat100,30-39
7.248,2.127,meat 100+_female_40-49,female,meat100,40-49
7.616,2.223,meat 100+_female_50-59,female,meat100,50-59
7.597,2.271,meat 100+_female_60-69,female,meat100,60-69
8.036,2.302,meat 100+_female_70-79,female,meat100,70-79
7.215,2.318,meat 100+_male_20-29,male,meat100,20-29
6.586,2.234,meat 100+_male_30-39,male,meat100,30-39
7.038,1.980,meat 100+_male_40-49,male,meat100,40-49
7.349,2.067,meat 100+_male_50-59,male,meat100,50-59
7.159,2.173,meat 100+_male_60-69,male,meat100,60-69
8.039,2.225,meat 100+_male_70-79,male,meat100,70-79
2.981,1.900,meat50-99_female_20-29,female,meat,20-29
3.218,1.893,meat50-99_female_30-39,female,meat,30-39
3.591,1.880,meat50-99_female_40-49,female,meat,40-49
3.733,1.955,meat50-99_female_50-59,female,meat,50-59
3.622,2.045,meat50-99_female_60-69,female,meat,60-69
3.762,2.082,meat50-99_female_70-79,female,meat,70-79
3.119,1.951,meat50-99_male_20-29,male,meat,20-29
3.228,1.988,meat50-99_male_30-39,male,meat,30-39
3.635,1.731,meat50-99_male_40-49,male,meat,40-49
3.737,1.782,meat50-99_male_50-59,male,meat,50-59
3.807,1.841,meat50-99_male_60-69,male,meat,60-69
4.073,1.890,meat50-99_male_70-79,male,meat,70-79
0.371,1.021,vegan_female_20-29,female,vegan,20-29
0.488,1.194,vegan_female_30-39,female,vegan,30-39
0.464,1.420,vegan_female_40-49,female,vegan,40-49
0.481,1.144,vegan_female_50-59,female,vegan,50-59
0.557,1.239,vegan_female_60-69,female,vegan,60-69
0.473,1.535,vegan_female_70-79,female,vegan,70-79
0.608,1.231,vegan_male_20-29,male,vegan,20-29
0.522,1.208,vegan_male_30-39,male,vegan,30-39
0.521,1.283,vegan_male_40-49,male,vegan,40-49
0.547,0.997,vegan_male_50-59,male,vegan,50-59
0.497,1.466,vegan_male_60-69,male,vegan,60-69
0.956,1.466,vegan_male_70-79,male,vegan,70-79
0.921,1.415,veggie_female_20-29,female,veggie,20-29
0.966,1.490,veggie_female_30-39,female,veggie,30-39
1.003,1.565,veggie_female_40-49,female,veggie,40-49
1.006,1.648,veggie_female_50-59,female,veggie,50-59
1.059,1.730,veggie_female_60-69,female,veggie,60-69
1.085,1.700,veggie_female_70-79,female,veggie,70-79
1.152,1.521,veggie_male_20-29,male,veggie,20-29
1.147,1.509,veggie_male_30-39,male,veggie,30-39
1.103,1.520,veggie_male_40-49,male,veggie,40-49
1.082,1.421,veggie_male_50-59,male,veggie,50-59
1.073,1.598,veggie_male_60-69,male,veggie,60-69
1.095,1.653,veggie_male_70-79,male,veggie,70-79
1.148,1.200,fish_female_20-29,female,fish,20-29
1.182,1.314,fish_female_30-39,female,fish,30-39
1.202,1.344,fish_female_40-49,female,fish,40-49
1.229,1.461,fish_female_50-59,female,fish,50-59
1.328,1.558,fish_female_60-69,female,fish,60-69
1.288,1.502,fish_female_70-79,female,fish,70-79
1.393,1.623,fish_male_20-29,male,fish,20-29
1.310,1.457,fish_male_30-39,male,fish,30-39
1.286,1.451,fish_male_40-49,male,fish,40-49
1.287,1.429,fish_male_50-59,male,fish,50-59
1.293,1.414,fish_male_60-69,male,fish,60-69
1.438,1.554,fish_male_70-79,male,fish,70-79
1.263,1.264,meat <50_female_20-29,female,meat50,20-29
1.343,1.376,meat <50_female_30-39,female,meat50,30-39
1.384,1.376,meat <50_female_40-49,female,meat50,40-49
1.447,1.439,meat <50_female_50-59,female,meat50,50-59
1.539,1.493,meat <50_female_60-69,female,meat50,60-69
1.534,1.490,meat <50_female_70-79,female,meat50,70-79
1.389,1.289,meat <50_male_20-29,male,meat50,20-29
1.509,1.505,meat <50_male_30-39,male,meat50,30-39
1.481,1.368,meat <50_male_40-49,male,meat50,40-49
1.503,1.354,meat <50_male_50-59,male,meat50,50-59
1.522,1.394,meat <50_male_60-69,male,meat50,60-69
1.653,1.442,meat <50_male_70-79,male,meat50,70-79
2.671,2.188,meat 100+_female_20-29,female,meat100,20-29
2.716,2.242,meat 100+_female_30-39,female,meat100,30-39
2.850,2.270,meat 100+_female_40-49,female,meat100,40-49
2.964,2.363,meat 100+_female_50-59,female,meat100,50-59
2.958,2.399,meat 100+_female_60-69,female,meat100,60-69
3.156,2.523,meat 100+_female_70-79,female,meat100,70-79
3.323,2.665,meat 100+_male_20-29,male,meat100,20-29
3.081,2.424,meat 100+_male_30-39,male,meat100,30-39
3.087,2.207,meat 100+_male_40-49,male,meat100,40-49
3.131,2.277,meat 100+_male_50-59,male,meat100,50-59
3.119,2.362,meat 100+_male_60-69,male,meat100,60-69
3.280,2.473,meat 100+_male_70-79,male,meat100,70-79
1.780,1.610,meat50-99_female_20-29,female,meat,20-29
1.854,1.642,meat50-99_female_30-39,female,meat,30-39
1.937,1.643,meat50-99_female_40-49,female,meat,40-49
1.984,1.706,meat50-99_female_50-59,female,meat,50-59
2.025,1.773,meat50-99_female_60-69,female,meat,60-69
2.076,1.831,meat50-99_female_70-79,female,meat,70-79
1.961,1.777,meat50-99_male_20-29,male,meat,20-29
2.043,1.781,meat50-99_male_30-39,male,meat,30-39
2.047,1.598,meat50-99_male_40-49,male,meat,40-49
2.038,1.630,meat50-99_male_50-59,male,meat,50-59
2.073,1.691,meat50-99_male_60-69,male,meat,60-69
2.137,1.754,meat50-99_male_70-79,male,meat,70-79
0.104,0.686,vegan_female_20-29,female,vegan,20-29
0.168,0.865,vegan_female_30-39,female,vegan,30-39
0.229,1.073,vegan_female_40-49,female,vegan,40-49
0.183,0.732,vegan_female_50-59,female,vegan,50-59
0.225,0.785,vegan_female_60-69,female,vegan,60-69
0.312,1.141,vegan_female_70-79,female,vegan,70-79
0.267,0.837,vegan_male_20-29,male,vegan,20-29
0.225,0.827,vegan_male_30-39,male,vegan,30-39
0.245,0.944,vegan_male_40-49,male,vegan,40-49
0.190,0.612,vegan_male_50-59,male,vegan,50-59
0.167,0.952,vegan_male_60-69,male,vegan,60-69
0.240,1.001,vegan_male_70-79,male,vegan,70-79
0.905,0.832,veggie_female_20-29,female,veggie,20-29
0.940,0.917,veggie_female_30-39,female,veggie,30-39
0.970,0.951,veggie_female_40-49,female,veggie,40-49
0.973,1.018,veggie_female_50-59,female,veggie,50-59
1.024,1.065,veggie_female_60-69,female,veggie,60-69
1.055,1.052,veggie_female_70-79,female,veggie,70-79
1.112,0.981,veggie_male_20-29,male,veggie,20-29
1.094,0.989,veggie_male_30-39,male,veggie,30-39
1.043,1.001,veggie_male_40-49,male,veggie,40-49
0.989,0.910,veggie_male_50-59,male,veggie,50-59
0.998,1.025,veggie_male_60-69,male,veggie,60-69
1.068,1.031,veggie_male_70-79,male,veggie,70-79
1.202,1.712,fish_female_20-29,female,fish,20-29
1.212,1.858,fish_female_30-39,female,fish,30-39
1.224,1.853,fish_female_40-49,female,fish,40-49
1.240,1.935,fish_female_50-59,female,fish,50-59
1.328,2.027,fish_female_60-69,female,fish,60-69
1.290,2.162,fish_female_70-79,female,fish,70-79
1.426,2.193,fish_male_20-29,male,fish,20-29
1.299,2.185,fish_male_30-39,male,fish,30-39
1.262,2.064,fish_male_40-49,male,fish,40-49
1.275,2.045,fish_male_50-59,male,fish,50-59
1.340,2.189,fish_male_60-69,male,fish,60-69
1.385,2.451,fish_male_70-79,male,fish,70-79
1.520,1.658,meat <50_female_20-29,female,meat50,20-29
1.538,1.850,meat <50_female_30-39,female,meat50,30-39
1.627,1.876,meat <50_female_40-49,female,meat50,40-49
1.706,1.929,meat <50_female_50-59,female,meat50,50-59
1.743,2.014,meat <50_female_60-69,female,meat50,60-69
1.725,2.040,meat <50_female_70-79,female,meat50,70-79
1.653,1.923,meat <50_male_20-29,male,meat50,20-29
1.651,2.161,meat <50_male_30-39,male,meat50,30-39
1.677,2.145,meat <50_male_40-49,male,meat50,40-49
1.757,2.013,meat <50_male_50-59,male,meat50,50-59
1.801,2.058,meat <50_male_60-69,male,meat50,60-69
1.955,2.123,meat <50_male_70-79,male,meat50,70-79
4.336,2.659,meat 100+_female_20-29,female,meat100,20-29
4.480,2.841,meat 100+_female_30-39,female,meat100,30-39
5.154,2.723,meat 100+_female_40-49,female,meat100,40-49
5.390,2.770,meat 100+_female_50-59,female,meat100,50-59
5.361,2.819,meat 100+_female_60-69,female,meat100,60-69
5.624,2.875,meat 100+_female_70-79,female,meat100,70-79
5.169,3.306,meat 100+_male_20-29,male,meat100,20-29
4.717,3.079,meat 100+_male_30-39,male,meat100,30-39
5.022,2.884,meat 100+_male_40-49,male,meat100,40-49
5.233,3.020,meat 100+_male_50-59,male,meat100,50-59
5.183,3.087,meat 100+_male_60-69,male,meat100,60-69
5.698,3.072,meat 100+_male_70-79,male,meat100,70-79
2.334,2.082,meat50-99_female_20-29,female,meat,20-29
2.450,2.148,meat50-99_female_30-39,female,meat,30-39
2.718,2.181,meat50-99_female_40-49,female,meat,40-49
2.810,2.201,meat50-99_female_50-59,female,meat,50-59
2.744,2.306,meat50-99_female_60-69,female,meat,60-69
2.844,2.327,meat50-99_female_70-79,female,meat,70-79
2.406,2.447,meat50-99_male_20-29,male,meat,20-29
2.555,2.531,meat50-99_male_30-39,male,meat,30-39
2.769,2.359,meat50-99_male_40-49,male,meat,40-49
2.825,2.315,meat50-99_male_50-59,male,meat,50-59
2.888,2.388,meat50-99_male_60-69,male,meat,60-69
3.067,2.405,meat50-99_male_70-79,male,meat,70-79
0.313,0.946,vegan_female_20-29,female,vegan,20-29
0.392,1.019,vegan_female_30-39,female,vegan,30-39
0.390,1.255,vegan_female_40-49,female,vegan,40-49
0.401,1.414,vegan_female_50-59,female,vegan,50-59
0.453,1.556,vegan_female_60-69,female,vegan,60-69
0.481,1.596,vegan_female_70-79,female,vegan,70-79
0.479,1.442,vegan_male_20-29,male,vegan,20-29
0.418,1.383,vegan_male_30-39,male,vegan,30-39
0.407,1.258,vegan_male_40-49,male,vegan,40-49
0.404,1.329,vegan_male_50-59,male,vegan,50-59
0.356,1.799,vegan_male_60-69,male,vegan,60-69
0.393,1.564,vegan_male_70-79,male,vegan,70-79
1.037,1.355,veggie_female_20-29,female,veggie,20-29
