PCA_GHG_Bio,Composite_Water,grouping,sex,diet_group,age_group
1.042,1.468,veggie_female_30-39,female,veggie,30-39
1.074,1.541,veggie_female_40-49,female,veggie,40-49
1.099,1.618,veggie_female_50-59,female,veggie,50-59
1.137,1.763,veggie_female_60-69,female,veggie,60-69
1.131,1.871,veggie_female_70-79,female,veggie,70-79
1.198,1.784,veggie_male_20-29,male,veggie,20-29
1.167,1.772,veggie_male_30-39,male,veggie,30-39
1.113,1.759,veggie_male_40-49,male,veggie,40-49
1.110,1.706,veggie_male_50-59,male,veggie,50-59
1.126,1.841,veggie_male_60-69,male,veggie,60-69
1.190,2.157,veggie_male_70-79,male,veggie,70-79
1.659,3.641,fish_female_20-29,female,fish,20-29
1.738,3.672,fish_female_30-39,female,fish,30-39
1.726,3.750,fish_female_40-49,female,fish,40-49
1.773,4.133,fish_female_50-59,female,fish,50-59
1.852,4.066,fish_female_60-69,female,fish,60-69
1.804,4.036,fish_female_70-79,female,fish,70-79
2.060,3.505,fish_male_20-29,male,fish,20-29
1.914,3.576,fish_male_30-39,male,fish,30-39
1.902,3.427,fish_male_40-49,male,fish,40-49
1.895,3.638,fish_male_50-59,male,fish,50-59
1.936,3.693,fish_male_60-69,male,fish,60-69
1.937,4.429,fish_male_70-79,male,fish,70-79
1.900,3.647,meat <50_female_20-29,female,meat50,20-29
1.996,3.654,meat <50_female_30-39,female,meat50,30-39
2.111,3.702,meat <50_female_40-49,female,meat50,40-49
2.162,3.952,meat <50_female_50-59,female,meat50,50-59
2.232,3.997,meat <50_female_60-69,female,meat50,60-69
2.277,3.877,meat <50_female_70-79,female,meat50,70-79
2.268,3.184,meat <50_male_20-29,male,meat50,20-29
2.205,3.563,meat <50_male_30-39,male,meat50,30-39
2.283,3.368,meat <50_male_40-49,male,meat50,40-49
2.292,3.713,meat <50_male_50-59,male,meat50,50-59
2.280,3.497,meat <50_male_60-69,male,meat50,60-69
2.332,3.991,meat <50_male_70-79,male,meat50,70-79
4.632,4.650,meat 100+_female_20-29,female,meat100,20-29
4.918,4.667,meat 100+_female_30-39,female,meat100,30-39
5.602,4.329,meat 100+_female_40-49,female,meat100,40-49
5.807,4.611,meat 100+_female_50-59,female,meat100,50-59
5.761,4.443,meat 100+_female_60-69,female,meat100,60-69
5.902,4.424,meat 100+_female_70-79,female,meat100,70-79
5.495,4.606,meat 100+_male_20-29,male,meat100,20-29
5.139,4.395,meat 100+_male_30-39,male,meat100,30-39
5.554,4.110,meat 100+_male_40-49,male,meat100,40-49
5.700,3.949,meat 100+_male_50-59,male,meat100,50-59
5.485,3.979,meat 100+_male_60-69,male,meat100,60-69
6.011,4.118,meat 100+_male_70-79,male,meat100,70-79
2.689,4.001,meat50-99_female_20-29,female,meat,20-29
2.863,3.982,meat50-99_female_30-39,female,meat,30-39
3.180,3.996,meat50-99_female_40-49,female,meat,40-49
3.251,4.136,meat50-99_female_50-59,female,meat,50-59
3.154,4.157,meat50-99_female_60-69,female,meat,60-69
3.200,3.977,meat50-99_female_70-79,female,meat,70-79
2.865,3.968,meat50-99_male_20-29,male,meat,20-29
3.064,4.042,meat50-99_male_30-39,male,meat,30-39
3.318,3.665,meat50-99_male_40-49,male,meat,40-49
3.306,3.730,meat50-99_male_50-59,male,meat,50-59
3.292,3.793,meat50-99_male_60-69,male,meat,60-69
3.420,3.527,meat50-99_male_70-79,male,meat,70-79
0.292,1.852,vegan_female_20-29,female,vegan,20-29
0.362,1.844,vegan_female_30-39,female,vegan,30-39
0.536,2.032,vegan_female_40-49,female,vegan,40-49
0.440,2.180,vegan_female_50-59,female,vegan,50-59
0.516,2.132,vegan_female_60-69,female,vegan,60-69
0.524,2.544,vegan_female_70-79,female,vegan,70-79
0.492,2.157,vegan_male_20-29,male,vegan,20-29
0.447,2.071,vegan_male_30-39,male,vegan,30-39
0.478,1.850,vegan_male_40-49,male,vegan,40-49
0.363,2.097,vegan_male_50-59,male,vegan,50-59
0.253,2.244,vegan_male_60-69,male,vegan,60-69
0.330,1.911,vegan_male_70-79,male,vegan,70-79
1.519,3.096,veggie_female_20-29,female,veggie,20-29
1.598,3.215,veggie_female_30-39,female,veggie,30-39
1.647,3.299,veggie_female_40-49,female,veggie,40-49
1.619,3.565,veggie_female_50-59,female,veggie,50-59
1.750,3.582,veggie_female_60-69,female,veggie,60-69
1.793,3.570,veggie_female_70-79,female,veggie,70-79
1.870,3.053,veggie_male_20-29,male,veggie,20-29
1.838,3.154,veggie_male_30-39,male,veggie,30-39
1.738,3.035,veggie_male_40-49,male,veggie,40-49
1.651,3.198,veggie_male_50-59,male,veggie,50-59
1.738,3.157,veggie_male_60-69,male,veggie,60-69
1.866,3.505,veggie_male_70-79,male,veggie,70-79
2.465,1.831,fish_female_20-29,female,fish,20-29
2.385,1.888,fish_female_30-39,female,fish,30-39
2.515,1.832,fish_female_40-49,female,fish,40-49
2.638,1.869,fish_female_50-59,female,fish,50-59
2.699,1.850,fish_female_60-69,female,fish,60-69
2.301,1.761,fish_female_70-79,female,fish,70-79
2.715,2.207,fish_male_20-29,male,fish,20-29
2.494,2.145,fish_male_30-39,male,fish,30-39
2.366,1.892,fish_male_40-49,male,fish,40-49
2.667,1.944,fish_male_50-59,male,fish,50-59
2.458,1.853,fish_male_60-69,male,fish,60-69
2.664,1.878,fish_male_70-79,male,fish,70-79
2.726,1.694,meat <50_female_20-29,female,meat50,20-29
2.682,1.809,meat <50_female_30-39,female,meat50,30-39
2.743,1.703,meat <50_female_40-49,female,meat50,40-49
2.993,1.691,meat <50_female_50-59,female,meat50,50-59
2.954,1.663,meat <50_female_60-69,female,meat50,60-69
2.722,1.657,meat <50_female_70-79,female,meat50,70-79
2.836,1.722,meat <50_male_20-29,male,meat50,20-29
2.717,1.973,meat <50_male_30-39,male,meat50,30-39
2.800,1.739,meat <50_male_40-49,male,meat50,40-49
3.007,1.737,meat <50_male_50-59,male,meat50,50-59
2.829,1.611,meat <50_male_60-69,male,meat50,60-69
3.282,1.700,meat <50_male_70-79,male,meat50,70-79
4.819,2.309,meat 100+_female_20-29,female,meat100,20-29
4.595,2.188,meat 100+_female_30-39,female,meat100,30-39
5.180,2.074,meat 100+_female_40-49,female,meat100,40-49
5.313,2.050,meat 100+_female_50-59,female,meat100,50-59
5.443,2.067,meat 100+_female_60-69,female,meat100,60-69
5.350,2.077,meat 100+_female_70-79,female,meat100,70-79
5.592,2.562,meat 100+_male_20-29,male,meat100,20-29
5.017,2.381,meat 100+_male_30-39,male,meat100,30-39
5.069,2.033,meat 100+_male_40-49,male,meat100,40-49
5.109,2.009,meat 100+_male_50-59,male,meat100,50-59
4.943,1.970,meat 100+_male_60-69,male,meat100,60-69
5.492,2.025,meat 100+_male_70-79,male,meat100,70-79
3.153,1.897,meat50-99_female_20-29,female,meat,20-29
3.225,1.843,meat50-99_female_30-39,female,meat,30-39
3.467,1.785,meat50-99_female_40-49,female,meat,40-49
3.589,1.732,meat50-99_female_50-59,female,meat,50-59
3.674,1.774,meat50-99_female_60-69,female,meat,60-69
3.497,1.768,meat50-99_female_70-79,female,meat,70-79
3.480,1.993,meat50-99_male_20-29,male,meat,20-29
3.384,2.050,meat50-99_male_30-39,male,meat,30-39
3.559,1.742,meat50-99_male_40-49,male,meat,40-49
3.676,1.700,meat50-99_male_50-59,male,meat,50-59
3.692,1.699,meat50-99_male_60-69,male,meat,60-69
3.763,1.763,meat50-99_male_70-79,male,meat,70-79
0.622,1.137,vegan_female_20-29,female,vegan,20-29
0.773,1.245,vegan_female_30-39,female,vegan,30-39
0.719,1.283,vegan_female_40-49,female,vegan,40-49
0.801,1.193,vegan_female_50-59,female,vegan,50-59
0.843,1.288,vegan_female_60-69,female,vegan,60-69
0.949,1.761,vegan_female_70-79,female,vegan,70-79
0.897,1.654,vegan_male_20-29,male,vegan,20-29
0.865,1.392,vegan_male_30-39,male,vegan,30-39
0.858,1.235,vegan_male_40-49,male,vegan,40-49
0.804,1.224,vegan_male_50-59,male,vegan,50-59
0.826,1.555,vegan_male_60-69,male,vegan,60-69
0.658,1.361,vegan_male_70-79,male,vegan,70-79
2.275,1.374,veggie_female_20-29,female,veggie,20-29
2.273,1.439,veggie_female_30-39,female,veggie,30-39
2.405,1.445,veggie_female_40-49,female,veggie,40-49
2.407,1.485,veggie_female_50-59,female,veggie,50-59
2.371,1.540,veggie_female_60-69,female,veggie,60-69
1.927,1.537,veggie_female_70-79,female,veggie,70-79
2.521,1.615,veggie_male_20-29,male,veggie,20-29
2.466,1.623,veggie_male_30-39,male,veggie,30-39
2.259,1.574,veggie_male_40-49,male,veggie,40-49
2.273,1.567,veggie_male_50-59,male,veggie,50-59
2.018,1.575,veggie_male_60-69,male,veggie,60-69
2.189,1.797,veggie_male_70-79,male,veggie,70-79
1.333,2.761,fish_female_20-29,female,fish,20-29
1.373,2.816,fish_female_30-39,female,fish,30-39
1.389,2.762,fish_female_40-49,female,fish,40-49
1.416,2.852,fish_female_50-59,female,fish,50-59
1.472,3.025,fish_female_60-69,female,fish,60-69
1.447,3.158,fish_female_70-79,female,fish,70-79
1.610,3.229,fish_male_20-29,male,fish,20-29
1.518,3.091,fish_male_30-39,male,fish,30-39
1.453,2.798,fish_male_40-49,male,fish,40-49
1.487,2.715,fish_male_50-59,male,fish,50-59
1.463,3.004,fish_male_60-69,male,fish,60-69
1.558,3.168,fish_male_70-79,male,fish,70-79
1.422,2.640,meat <50_female_20-29,female,meat50,20-29
1.444,2.686,meat <50_female_30-39,female,meat50,30-39
1.465,2.721,meat <50_female_40-49,female,meat50,40-49
1.523,2.809,meat <50_female_50-59,female,meat50,50-59
1.547,2.966,meat <50_female_60-69,female,meat50,60-69
1.517,2.967,meat <50_female_70-79,female,meat50,70-79
1.580,2.825,meat <50_male_20-29,male,meat50,20-29
1.557,3.053,meat <50_male_30-39,male,meat50,30-39
1.567,2.770,meat <50_male_40-49,male,meat50,40-49
1.583,2.725,meat <50_male_50-59,male,meat50,50-59
1.525,2.769,meat <50_male_60-69,male,meat50,60-69
1.657,2.932,meat <50_male_70-79,male,meat50,70-79
2.439,3.195,meat 100+_female_20-29,female,meat100,20-29
2.439,3.294,meat 100+_female_30-39,female,meat100,30-39
2.516,3.236,meat 100+_female_40-49,female,meat100,40-49
2.585,3.438,meat 100+_female_50-59,female,meat100,50-59
2.598,3.401,meat 100+_female_60-69,female,meat100,60-69
2.716,3.548,meat 100+_female_70-79,female,meat100,70-79
3.025,3.665,meat 100+_male_20-29,male,meat100,20-29
2.726,3.538,meat 100+_male_30-39,male,meat100,30-39
2.668,3.181,meat 100+_male_40-49,male,meat100,40-49
2.652,3.298,meat 100+_male_50-59,male,meat100,50-59
2.659,3.442,meat 100+_male_60-69,male,meat100,60-69
2.831,3.501,meat 100+_male_70-79,male,meat100,70-79
1.730,2.868,meat50-99_female_20-29,female,meat,20-29
1.787,2.858,meat50-99_female_30-39,female,meat,30-39
1.817,2.886,meat50-99_female_40-49,female,meat,40-49
1.848,2.993,meat50-99_female_50-59,female,meat,50-59
1.899,3.135,meat50-99_female_60-69,female,meat,60-69
1.892,3.109,meat50-99_female_70-79,female,meat,70-79
1.965,3.262,meat50-99_male_20-29,male,meat,20-29
1.971,3.257,meat50-99_male_30-39,male,meat,30-39
1.924,2.937,meat50-99_male_40-49,male,meat,40-49
1.926,2.890,meat50-99_male_50-59,male,meat,50-59
1.925,2.994,meat50-99_male_60-69,male,meat,60-69
1.964,2.882,meat50-99_male_70-79,male,meat,70-79
0.688,1.813,vegan_female_20-29,female,vegan,20-29
0.817,1.696,vegan_female_30-39,female,vegan,30-39
0.800,2.056,vegan_female_40-49,female,vegan,40-49
0.797,2.321,vegan_female_50-59,female,vegan,50-59
0.844,2.196,vegan_female_60-69,female,vegan,60-69
0.853,2.140,vegan_female_70-79,female,vegan,70-79
0.877,2.303,vegan_male_20-29,male,vegan,20-29
0.801,2.213,vegan_male_30-39,male,vegan,30-39
0.781,2.017,vegan_male_40-49,male,vegan,40-49
0.727,1.881,vegan_male_50-59,male,vegan,50-59
0.732,2.610,vegan_male_60-69,male,vegan,60-69
0.749,1.864,vegan_male_70-79,male,vegan,70-79
1.194,2.344,veggie_female_20-29,female,veggie,20-29
1.231,2.360,veggie_female_30-39,female,veggie,30-39
1.271,2.386,veggie_female_40-49,female,veggie,40-49
1.300,2.628,veggie_female_50-59,female,veggie,50-59
1.342,2.662,veggie_female_60-69,female,veggie,60-69
1.310,2.774,veggie_female_70-79,female,veggie,70-79
1.410,2.731,veggie_male_20-29,male,veggie,20-29
1.403,2.564,veggie_male_30-39,male,veggie,30-39
1.343,2.451,veggie_male_40-49,male,veggie,40-49
1.312,2.521,veggie_male_50-59,male,veggie,50-59
1.352,2.760,veggie_male_60-69,male,veggie,60-69
1.399,2.826,veggie_male_70-79,male,veggie,70-79
1.098,2.423,fish_female_20-29,female,fish,20-29
1.101,2.483,fish_female_30-39,female,fish,30-39
1.080,2.535,fish_female_40-49,female,fish,40-49
1.108,2.777,fish_female_50-59,female,fish,50-59
1.215,2.937,fish_female_60-69,female,fish,60-69
1.139,2.965,fish_female_70-79,female,fish,70-79
1.381,2.622,fish_male_20-29,male,fish,20-29
1.256,2.682,fish_male_30-39,male,fish,30-39
1.202,2.527,fish_male_40-49,male,fish,40-49
1.191,2.642,fish_male_50-59,male,fish,50-59
1.207,2.782,fish_male_60-69,male,fish,60-69
1.298,3.158,fish_male_70-79,male,fish,70-79
1.166,2.344,meat <50_female_20-29,female,meat50,20-29
1.231,2.438,meat <50_female_30-39,female,meat50,30-39
1.255,2.490,meat <50_female_40-49,female,meat50,40-49
1.316,2.673,meat <50_female_50-59,female,meat50,50-59
1.384,2.779,meat <50_female_60-69,female,meat50,60-69
1.398,2.815,meat <50_female_70-79,female,meat50,70-79
1.367,2.254,meat <50_male_20-29,male,meat50,20-29
1.402,2.688,meat <50_male_30-39,male,meat50,30-39
1.373,2.537,meat <50_male_40-49,male,meat50,40-49
1.386,2.595,meat <50_male_50-59,male,meat50,50-59
1.436,2.668,meat <50_male_60-69,male,meat50,60-69
1.586,2.924,meat <50_male_70-79,male,meat50,70-79
2.436,3.530,meat 100+_female_20-29,female,meat100,20-29
2.483,3.610,meat 100+_female_30-39,female,meat100,30-39
2.615,3.661,meat 100+_female_40-49,female,meat100,40-49
2.700,3.816,meat 100+_female_50-59,female,meat100,50-59
2.724,3.859,meat 100+_female_60-69,female,meat100,60-69
2.881,4.010,meat 100+_female_70-79,female,meat100,70-79
3.094,4.072,meat 100+_male_20-29,male,meat100,20-29
2.802,3.884,meat 100+_male_30-39,male,meat100,30-39
2.806,3.688,meat 100+_male_40-49,male,meat100,40-49
2.885,3.774,meat 100+_male_50-59,male,meat100,50-59
2.937,3.806,meat 100+_male_60-69,male,meat100,60-69
3.051,3.999,meat 100+_male_70-79,male,meat100,70-79
1.626,2.749,meat50-99_female_20-29,female,meat,20-29
1.684,2.811,meat50-99_female_30-39,female,meat,30-39
1.762,2.884,meat50-99_female_40-49,female,meat,40-49
1.790,2.986,meat50-99_female_50-59,female,meat,50-59
1.847,3.134,meat50-99_female_60-69,female,meat,60-69
1.920,3.193,meat50-99_female_70-79,female,meat,70-79
1.828,2.954,meat50-99_male_20-29,male,meat,20-29
1.900,3.023,meat50-99_male_30-39,male,meat,30-39
1.887,2.912,meat50-99_male_40-49,male,meat,40-49
1.886,2.977,meat50-99_male_50-59,male,meat,50-59
1.935,3.044,meat50-99_male_60-69,male,meat,60-69
2.019,3.015,meat50-99_male_70-79,male,meat,70-79
0.089,1.246,vegan_female_20-29,female,vegan,20-29
0.135,1.309,vegan_female_30-39,female,vegan,30-39
0.166,1.550,vegan_female_40-49,female,vegan,40-49
0.138,1.696,vegan_female_50-59,female,vegan,50-59
0.182,1.725,vegan_female_60-69,female,vegan,60-69
0.267,1.626,vegan_female_70-79,female,vegan,70-79
0.265,1.582,vegan_male_20-29,male,vegan,20-29
0.195,1.549,vegan_male_30-39,male,vegan,30-39
0.180,1.531,vegan_male_40-49,male,vegan,40-49
0.145,1.630,vegan_male_50-59,male,vegan,50-59
0.100,1.913,vegan_male_60-69,male,vegan,60-69
0.168,1.755,vegan_male_70-79,male,vegan,70-79
0.792,1.716,veggie_female_20-29,female,veggie,20-29
0.795,1.787,veggie_female_30-39,female,veggie,30-39
0.795,1.913,veggie_female_40-49,female,veggie,40-49
0.785,2.042,veggie_female_50-59,female,veggie,50-59
0.837,2.187,veggie_female_60-69,female,veggie,60-69
0.852,2.350,veggie_female_70-79,female,veggie,70-79
1.016,1.955,veggie_male_20-29,male,veggie,20-29
0.983,1.960,veggie_male_30-39,male,veggie,30-39
0.903,1.974,veggie_male_40-49,male,veggie,40-49
0.877,2.026,veggie_male_50-59,male,veggie,50-59
0.840,2.081,veggie_male_60-69,male,veggie,60-69
0.944,2.295,veggie_male_70-79,male,veggie,70-79
1.251,3.331,fish_female_20-29,female,fish,20-29
1.231,3.325,fish_female_30-39,female,fish,30-39
1.222,3.137,fish_female_40-49,female,fish,40-49
1.239,3.170,fish_female_50-59,female,fish,50-59
1.297,3.173,fish_female_60-69,female,fish,60-69
1.290,3.032,fish_female_70-79,female,fish,70-79
1.498,3.944,fish_male_20-29,male,fish,20-29
1.335,3.673,fish_male_30-39,male,fish,30-39
1.283,3.272,fish_male_40-49,male,fish,40-49
1.300,3.113,fish_male_50-59,male,fish,50-59
1.387,3.050,fish_male_60-69,male,fish,60-69
1.430,3.036,fish_male_70-79,male,fish,70-79
1.543,3.089,meat <50_female_20-29,female,meat50,20-29
1.545,3.179,meat <50_female_30-39,female,meat50,30-39
1.615,3.015,meat <50_female_40-49,female,meat50,40-49
1.680,3.018,meat <50_female_50-59,female,meat50,50-59
1.689,3.036,meat <50_female_60-69,female,meat50,60-69
1.641,2.936,meat <50_female_70-79,female,meat50,70-79
1.623,3.200,meat <50_male_20-29,male,meat50,20-29
1.663,3.444,meat <50_male_30-39,male,meat50,30-39
1.654,3.080,meat <50_male_40-49,male,meat50,40-49
1.771,2.923,meat <50_male_50-59,male,meat50,50-59
1.762,2.897,meat <50_male_60-69,male,meat50,60-69
1.813,2.854,meat <50_male_70-79,male,meat50,70-79
4.364,3.920,meat 100+_female_20-29,female,meat100,20-29
4.506,3.801,meat 100+_female_30-39,female,meat100,30-39
5.154,3.561,meat 100+_female_40-49,female,meat100,40-49
5.385,3.559,meat 100+_female_50-59,female,meat100,50-59
5.325,3.575,meat 100+_female_60-69,female,meat100,60-69
5.582,3.525,meat 100+_female_70-79,female,meat100,70-79
5.223,4.392,meat 100+_male_20-29,male,meat100,20-29
4.851,4.099,meat 100+_male_30-39,male,meat100,30-39
5.120,3.535,meat 100+_male_40-49,male,meat100,40-49
5.273,3.563,meat 100+_male_50-59,male,meat100,50-59
5.139,3.498,meat 100+_male_60-69,male,meat100,60-69
5.672,3.570,meat 100+_male_70-79,male,meat100,70-79
2.361,3.466,meat50-99_female_20-29,female,meat,20-29
2.434,3.363,meat50-99_female_30-39,female,meat,30-39
2.682,3.210,meat50-99_female_40-49,female,meat,40-49
2.771,3.157,meat50-99_female_50-59,female,meat,50-59
2.677,3.249,meat50-99_female_60-69,female,meat,60-69
2.749,3.162,meat50-99_female_70-79,female,meat,70-79
2.444,3.694,meat50-99_male_20-29,male,meat,20-29
2.598,3.714,meat50-99_male_30-39,male,meat,30-39
2.765,3.150,meat50-99_male_40-49,male,meat,40-49
2.806,3.113,meat50-99_male_50-59,male,meat,50-59
2.846,3.086,meat50-99_male_60-69,male,meat,60-69
2.988,3.033,meat50-99_male_70-79,male,meat,70-79
0.415,1.576,vegan_female_20-29,female,vegan,20-29
0.508,1.512,vegan_female_30-39,female,vegan,30-39
0.470,1.588,vegan_female_40-49,female,vegan,40-49
0.468,1.448,vegan_female_50-59,female,vegan,50-59
0.508,1.388,vegan_female_60-69,female,vegan,60-69
0.628,1.442,vegan_female_70-79,female,vegan,70-79
0.598,2.100,vegan_male_20-29,male,vegan,20-29
0.538,1.674,vegan_male_30-39,male,vegan,30-39
0.534,1.540,vegan_male_40-49,male,vegan,40-49
0.470,1.231,vegan_male_50-59,male,vegan,50-59
0.432,1.432,vegan_male_60-69,male,vegan,60-69
0.470,1.382,vegan_male_70-79,male,vegan,70-79
0.975,2.236,veggie_female_20-29,female,veggie,20-29
0.975,2.205,veggie_female_30-39,female,veggie,30-39
0.990,2.127,veggie_female_40-49,female,veggie,40-49
1.017,2.082,veggie_female_50-59,female,veggie,50-59
1.021,2.081,veggie_female_60-69,female,veggie,60-69
1.018,2.019,veggie_female_70-79,female,veggie,70-79
1.122,2.564,veggie_male_20-29,male,veggie,20-29
1.092,2.381,veggie_male_30-39,male,veggie,30-39
1.067,2.282,veggie_male_40-49,male,veggie,40-49
1.046,2.043,veggie_male_50-59,male,veggie,50-59
1.064,2.032,veggie_male_60-69,male,veggie,60-69
1.175,2.072,veggie_male_70-79,male,veggie,70-79
1.336,1.550,fish_female_20-29,female,fish,20-29
1.357,1.692,fish_female_30-39,female,fish,30-39
1.346,1.752,fish_female_40-49,female,fish,40-49
1.358,1.949,fish_female_50-59,female,fish,50-59
1.459,2.042,fish_female_60-69,female,fish,60-69
1.435,2.039,fish_female_70-79,female,fish,70-79
1.689,2.053,fish_male_20-29,male,fish,20-29
1.531,1.958,fish_male_30-39,male,fish,30-39
1.478,1.919,fish_male_40-49,male,fish,40-49
1.479,1.914,fish_male_50-59,male,fish,50-59
1.553,1.999,fish_male_60-69,male,fish,60-69
1.606,2.171,fish_male_70-79,male,fish,70-79
1.421,1.555,meat <50_female_20-29,female,meat50,20-29
1.469,1.667,meat <50_female_30-39,female,meat50,30-39
1.494,1.651,meat <50_female_40-49,female,meat50,40-49
1.535,1.741,meat <50_female_50-59,female,meat50,50-59
1.638,1.764,meat <50_female_60-69,female,meat50,60-69
1.677,1.752,meat <50_female_70-79,female,meat50,70-79
1.740,1.610,meat <50_male_20-29,male,meat50,20-29
1.663,1.876,meat <50_male_30-39,male,meat50,30-39
1.689,1.770,meat <50_male_40-49,male,meat50,40-49
1.694,1.667,meat <50_male_50-59,male,meat50,50-59
1.673,1.733,meat <50_male_60-69,male,meat50,60-69
1.778,1.753,meat <50_male_70-79,male,meat50,70-79
2.636,2.100,meat 100+_female_20-29,female,meat100,20-29
2.601,2.115,meat 100+_female_30-39,female,meat100,30-39
2.681,2.020,meat 100+_female_40-49,female,meat100,40-49
2.719,2.080,meat 100+_female_50-59,female,meat100,50-59
2.757,2.159,meat 100+_female_60-69,female,meat100,60-69
2.787,2.247,meat 100+_female_70-79,female,meat100,70-79
3.314,2.565,meat 100+_male_20-29,male,meat100,20-29
2.858,2.414,meat 100+_male_30-39,male,meat100,30-39
2.866,2.189,meat 100+_male_40-49,male,meat100,40-49
2.891,2.199,meat 100+_male_50-59,male,meat100,50-59
